First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Average cgpa=,8.038475685
Hiram,hiram@xyz.com,1,KYC - Know Your CCPC,Attending,"vishwakarma institute of technology, pune",,,Students,2025,Vidisha,8.9,8,0-2 Lakh,8,no,,
Madge,madge@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Thane,9.8,8,0-2 Lakh,16,no,,
Al,al@xyz.com,1,KYC - Know Your CCPC,Attending,dkte society's textile and engineering institute ichalkaranji,,,Computer Engineer,2025,Navi Mumbai,9.6,6,0-2 Lakh,27,no,,
Bruce,bruce@xyz.com,1,KYC - Know Your CCPC,Attending,government polytechnic gandhinagar,,,Students,2026,Nanded,9.1,6,0-2 Lakh,19,no,,
Albert,albert@xyz.com,1,KYC - Know Your CCPC,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Jodhpur,9.5,3,0-2 Lakh,19,no,,
Opal,opal@xyz.com,1,KYC - Know Your CCPC,Attending,st.francis institute of technology,,,CSE,2023,Sikar,8.8,3,0-2 Lakh,5,no,,
Maggie,maggie@xyz.com,1,KYC - Know Your CCPC,Attending,new horizon institute of technology and management ,,,Students,2023,Ahemdabad,7.9,3,0-2 Lakh,8,no,,
Ericka,ericka@xyz.com,1,KYC - Know Your CCPC,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2026,Okha,7.4,3,0-2 Lakh,23,no,,
Juliet,juliet@xyz.com,1,KYC - Know Your CCPC,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2023,Vijaywada,7.5,3,0-2 Lakh,9,yes,,
Florence,florence@xyz.com,1,KYC - Know Your CCPC,Attending,government polytechnic gandhinagar,,,Students,2025,Guwahati,7.5,3,0-2 Lakh,15,no ,,
Calvin,calvin@xyz.com,1,KYC - Know Your CCPC,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Nagaon,6.9,6,0-2 Lakh,17,yes,,
Yetta,yetta@xyz.com,1,KYC - Know Your CCPC,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2025,Bid,7.2,5,0-2 Lakh,15,no,,
Tonya,tonya@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2025,Nagpur,9.1,8,0-2 Lakh,23,yes,,
Maxwell,maxwell@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Mahe,7.8,5,0-2 Lakh,21,no,,
Lance,lance@xyz.com,1,KYC - Know Your CCPC,Attending,government polytechnic gandhinagar,,,Students,2024,Patiala,8.5,6,0-2 Lakh,16,yes,,
Marla,marla@xyz.com,1,KYC - Know Your CCPC,Attending,new horizon institute of technology and management ,,,Students,2024,Jaipur,9.1,3,0-2 Lakh,17,yes,,
Mauro,mauro@xyz.com,1,KYC - Know Your CCPC,Attending,"symbiosis institute of technology, pune",,,Asst. Professor,2023,Jhalwar,7.5,8,0-2 Lakh,21,no ,,
Tania,tania@xyz.com,1,KYC - Know Your CCPC,Attending,adhiyamaan college of engineering,,,Students,2025,Kunrool,8.1,3,0-2 Lakh,19,no,,
Sylvia,sylvia@xyz.com,1,KYC - Know Your CCPC,Attending,st xavier's college ,,,Students,2023,Eluru,8.3,5,0-2 Lakh,18,yes,,
Terrence,terrence@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Munger,9.5,8,5-7 Lakh,18,no,,
Emily,emily@xyz.com,1,KYC - Know Your CCPC,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Patna,9.6,6,0-2 Lakh,18,yes,,
Nancey,nancey@xyz.com,1,KYC - Know Your CCPC,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Muzaffarpur,7.5,8,0-2 Lakh,23,yes,,
Maurice,maurice@xyz.com,1,KYC - Know Your CCPC,Attending,"mit academy of engineering ,alandi",,,Students,2024,Delhi,6.7,6,0-2 Lakh,15,no,,
Teddy,teddy@xyz.com,1,KYC - Know Your CCPC,Attending,a. c. patil college of engineering,,,Students,2026,New Delhi,7.1,5,0-2 Lakh,17,no,,
Georgia,georgia@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,,Students,2023,Madgaon,9.5,8,0-2 Lakh,25,yes,,
Derek,derek@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",Others,College,Students,2024,Kheda,6.9,6,0-2 Lakh,12,no,,
Jewell,jewell@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2025,Gurugram,6.6,8,0-2 Lakh,8,no ,,
Ruben,ruben@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Cloud Counselage Website,,Students,2026,Baramula,9.2,6,0-2 Lakh,19,no,,
Harley,harley@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,,Students,2024,Punch,8.3,6,0-2 Lakh,9,no,,
Louella,louella@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Others,College,Students,2025,Rajouri,9.2,8,0-2 Lakh,29,no,,
Hillary,hillary@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",SPOC/ College Professor,,Students,2023,Udhampur,9.3,5,0-2 Lakh,8,no,,
Stuart,stuart@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,,Students,2024,Kollam,7.9,5,0-2 Lakh,7,no,,
Wilton,wilton@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,,Students,2023,Bhopal,7.1,5,0-2 Lakh,5,no,,
Mabel,mabel@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2024,Vidisha,6.7,3,0-2 Lakh,9,yes,,
Jeff,jeff@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp | Email,,Students,2024,Thane,7.8,8,0-2 Lakh,9,yes,,
Marcy,marcy@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Email,,Students,2025,Matheran,9.6,6,0-2 Lakh,21,no,,
Melinda,melinda@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,,Students,2024,Sangli,6.8,8,0-2 Lakh,7,no,,
Myron,myron@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Cloud Counselage Website | Friend/ Classmate,,Students,2023,Sangola,8.4,6,0-2 Lakh,5,no,,
Marta,marta@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,SPOC/ College Professor,,Students,2023,Wardha,9.9,5,0-2 Lakh,8,no,,
Rhoda,rhoda@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Instagram | LinkedIn | Email | Cloud Counselage Website,,Students,2025,Ulhasnagar,6.6,6,0-2 Lakh,19,yes,,
Romona,romona@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Email,,Students,2024,Shillong,7.6,6,0-2 Lakh,23,no ,,
Nora,nora@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,,Students,2025,Amritsar,8.5,8,0-2 Lakh,13,no,,
Mi,mi@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Facebook,,Students,2023,Amer,8.3,3,0-2 Lakh,18,no,,
Arletta,arletta@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Email,,Students,2023,Pali,7.4,8,0-2 Lakh,25,yes,,
Caroline,caroline@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2023,Kanpur,8.7,8,0-2 Lakh,21,no,,
Jeanene,jeanene@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Whatsapp,,Students,2025,Lucknow,6.7,5,0-2 Lakh,9,no,,
Denny,denny@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Whatsapp | SPOC/ College Professor,,Students,2024,Varanasi,8.5,3,0-2 Lakh,7,no,,
Cliff,cliff@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2024,Siliguri,7.9,6,0-2 Lakh,24,no,,
Lynn,lynn@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Talmuk,8.3,8,0-2 Lakh,21,yes,,
Johnna,johnna@xyz.com,1,Product Design & Full Stack,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Youtube | Facebook | Instagram | Whatsapp | Email | Telegram | Twitter | Friend/ Classmate,,Students,2023,Sagar,7.7,3,0-2 Lakh,25,no,,
Danielle,danielle@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Youtube,,Students,2023,Dhule,7.7,8,0-2 Lakh,8,yes,,
Coral,coral@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2025,Navi Mumbai,8.3,5,0-2 Lakh,8,no,,
Glennie,glennie@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Sangrur,7.9,5,0-2 Lakh,19,yes,,
Lorine,lorine@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2025,Pali,7.9,8,0-2 Lakh,22,yes,,
Marguerite,marguerite@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,,Students,2025,Jamnagar,7.6,6,0-2 Lakh,19,no,,
Leticia,leticia@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",SPOC/ College Professor,,Students,2024,Nadiad,6.7,5,0-2 Lakh,10,no,,
Noe,noe@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",SPOC/ College Professor,,Students,2025,Rajkot,9.5,6,0-2 Lakh,15,no,,
Rosie,rosie@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp | SPOC/ College Professor,,Students,2024,Faridabad,7.8,6,0-2 Lakh,9,no ,,
Duane,duane@xyz.com,1,Product Design & Full Stack,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,,Students,2024,Gonda,7.6,6,0-2 Lakh,20,no,,
Dominick,dominick@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,,Students,2023,Ghaziabad,6.4,6,0-2 Lakh,11,no,,
Tomas,tomas@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp | Friend/ Classmate,,Students,2025,Gonda,8.4,6,0-2 Lakh,24,yes,,
Jerome,jerome@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,SPOC/ College Professor,,Students,2024,Budaun,7.2,6,0-2 Lakh,8,yes,,
Edith,edith@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2023,Varanasi,9.7,5,0-2 Lakh,30,no,,
Jeremy,jeremy@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2026,Almora,8.7,8,0-2 Lakh,24,no,,
Freddy,freddy@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2023,Alipore,6.5,5,0-2 Lakh,8,no,,
Rosemarie,rosemarie@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Durgapur,9.3,3,0-2 Lakh,21,no,,
Claudia,claudia@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Others | SPOC/ College Professor,College,Students,2025,Talmuk,8.3,5,0-2 Lakh,7,no,,
Shelley,shelley@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,,Students,2024,Siuri,9.9,3,0-2 Lakh,8,no,,
Rogelio,rogelio@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2025,Ujjain,7.4,3,0-2 Lakh,7,yes,,
Ginger,ginger@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Bhandara,7.3,6,0-2 Lakh,8,yes,,
Eugenia,eugenia@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2026,Buldhana,7.2,8,0-2 Lakh,5,no,,
Betsy,betsy@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,,Students,2023,Dhule,7.1,6,0-2 Lakh,7,no,,
Gale,gale@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,SPOC/ College Professor,,Students,2025,Thane,8.2,8,0-2 Lakh,8,no,,
Tracy,tracy@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Whatsapp,,Students,2024,Amritsar,6.7,3,0-2 Lakh,5,no ,,
Anderson,anderson@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2026,Jaipur,7.4,8,0-2 Lakh,9,yes,,
Florine,florine@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Whatsapp | SPOC/ College Professor,,Students,2025,Eluru,8.5,5,0-2 Lakh,23,no,,
Maureen,maureen@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Whatsapp,,Students,2023,Nagaon,7.9,6,0-2 Lakh,9,no,,
Emanuel,emanuel@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Dehri,7.5,6,0-2 Lakh,25,no,,
Carey,carey@xyz.com,1,Product Design & Full Stack,Attending,st.francis institute of technology,Whatsapp | SPOC/ College Professor,,Students,2024,Muzaffarpur,9.5,8,0-2 Lakh,16,no,,
Lucile,lucile@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,SPOC/ College Professor,,Students,2024,Siwan,9.2,6,0-2 Lakh,19,yes,,
Pierre,pierre@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2026,Bhilai,7.5,6,0-2 Lakh,12,no,,
Emile,emile@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2025,Kheda,8.1,5,0-2 Lakh,24,no,,
Dora,dora@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Youtube | Facebook | Instagram | Whatsapp | Email | Friend/ Classmate,,Students,2024,Rajkot,7.8,5,0-2 Lakh,9,no ,,
Leeanne,leeanne@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Others,College,Students,2023,Gulmarg,6.5,3,0-2 Lakh,12,no,,
Kristin,kristin@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Whatsapp | SPOC/ College Professor,,Students,2023,Rajouri,6.7,6,0-2 Lakh,9,no ,,
Nathaniel,nathaniel@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,SPOC/ College Professor,,Students,2025,Udhampur,9.3,3,0-2 Lakh,13,yes,,
Kim,kim@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2026,Ballari,8.9,5,0-2 Lakh,25,no,,
Tatiana,tatiana@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,SPOC/ College Professor,,Students,2024,Bengaluru,8.3,8,0-2 Lakh,22,no,,
Bernadine,bernadine@xyz.com,1,Product Design & Full Stack,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2024,Bidar,8.1,8,0-2 Lakh,9,yes,,
Simone,simone@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp,,Students,2023,Hasan,9.5,3,0-2 Lakh,20,no,,
Kaylee,kaylee@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Youtube | Facebook | Instagram | Whatsapp | Email | Telegram | Twitter | Friend/ Classmate,,Students,2025,Mysuru,7.5,5,0-2 Lakh,17,no,,
Rodney,rodney@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Whatsapp,,Students,2024,Guna,7.6,3,0-2 Lakh,10,yes,,
Ramon,ramon@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",SPOC/ College Professor,,Students,2023,Orchha,9.1,8,0-2 Lakh,20,no,,
Antonia,antonia@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Sagar,6.7,8,0-2 Lakh,21,no,,
Devin,devin@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,SPOC/ College Professor,,Students,2026,Satna,7.1,3,0-2 Lakh,9,yes,,
Benton,benton@xyz.com,1,Product Design & Full Stack,Attending,ap shah institute of technology ,Whatsapp,,Students,2024,Buldhana,9.1,8,0-2 Lakh,19,no ,,
Roberto,roberto@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2024,Navi Mumbai,7.3,8,0-2 Lakh,24,no,,
Alex,alex@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Facebook | Instagram,,Students,2024,Mumbai,7.9,6,0-2 Lakh,17,no,,
Connie,connie@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Telegram,,Students,2023,Nagpur,9.9,8,0-2 Lakh,11,yes,,
Elijah,elijah@xyz.com,1,Product Design & Full Stack,Attending,new horizon institute of technology and management ,Friend/ Classmate,,Students,2023,Pune,7.8,3,0-2 Lakh,25,yes,,
Jasmine,jasmine@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Sangola,8,6,7 Lakh+,8,yes,,
Treena,treena@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,SPOC/ College Professor,,Students,2023,Baleshwar,9.3,6,0-2 Lakh,28,no,,
Erin,erin@xyz.com,1,Product Design & Full Stack,Attending,silicon institute of technology,Whatsapp,,Students,2025,Mahe,7.6,6,0-2 Lakh,8,no,,
Dewayne,dewayne@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,Whatsapp,,Students,2026,Patiala,8.7,6,2-5 Lakh,7,yes,,
Rickey,rickey@xyz.com,1,Product Design & Full Stack,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2025,Barmer,7.6,6,0-2 Lakh,6,yes,,
Janie,janie@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,SPOC/ College Professor,,Students,2024,Jaipur,8.3,5,0-2 Lakh,7,no,,
Harold,harold@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Friend/ Classmate,,Students,2024,Jhalwar,9.9,5,0-2 Lakh,8,no,,
Veta,veta@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Others,College,Students,2023,Kota,7.1,6,0-2 Lakh,6,no,,
Brandy,brandy@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp | SPOC/ College Professor,,Students,2025,Pali,7.5,3,0-2 Lakh,8,no,,
Erick,erick@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2023,Aligarh,9.7,5,0-2 Lakh,8,no ,,
Lewis,lewis@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Email,,Students,2025,Gonda,7.9,5,0-2 Lakh,9,yes,,
Milton,milton@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,,Students,2024,Budaun,7.1,3,0-2 Lakh,20,no,,
Alfred,alfred@xyz.com,1,Product Design & Full Stack,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2024,Mathura,6.7,5,0-2 Lakh,8,yes,,
Virgil,virgil@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,,Students,2025,Haora,9.1,6,0-2 Lakh,19,yes,,
June,june@xyz.com,1,Product Design & Full Stack,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,,Students,2023,Talmuk,9.8,6,0-2 Lakh,23,yes,,
Marjory,marjory@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Email,,Students,2023,Siuri,9.6,6,0-2 Lakh,18,no ,,
Joni,joni@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2024,Orchha,6.2,8,0-2 Lakh,9,yes,,
Lisette,lisette@xyz.com,1,Product Design & Full Stack,Attending,wilson college ,Whatsapp,,Students,2024,Jalgaon,8.9,5,0-2 Lakh,7,yes,,
Alton,alton@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2026,Kalyan,9.5,8,0-2 Lakh,13,no ,,
Deandra,deandra@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Youtube | Facebook | Whatsapp | Email,,Students,2023,Amer,7.6,3,0-2 Lakh,11,no,,
Bernard,bernard@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2024,Barmer,7.9,3,0-2 Lakh,12,no,,
Clair,clair@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Youtube | Facebook | Whatsapp,,Students,2023,Bikaner,7.7,8,0-2 Lakh,10,yes,,
Bianca,bianca@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",SPOC/ College Professor,,Students,2024,Kota,9.5,5,0-2 Lakh,20,yes,,
Regina,regina@xyz.com,1,Product Design & Full Stack,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,,Students,2025,Dwarka,7.5,8,0-2 Lakh,18,no,,
Tyrone,tyrone@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Email,,Students,2024,Jamnagar,7.5,3,0-2 Lakh,30,no,,
Willene,willene@xyz.com,1,Product Design & Full Stack,Attending,pillai college of engineering new panvel,Whatsapp | SPOC/ College Professor,,Students,2025,Okha,8.7,3,0-2 Lakh,19,no ,,
Hazel,hazel@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,Whatsapp | SPOC/ College Professor,,Students,2023,Rajkot,6.7,6,0-2 Lakh,18,yes,,
Gordon,gordon@xyz.com,1,Product Design & Full Stack,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,,Students,2025,Hisar,8.1,6,0-2 Lakh,8,no,,
Isaiah,isaiah@xyz.com,1,Product Design & Full Stack,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2025,Budaun,7.7,8,0-2 Lakh,8,no,,
Stewart,stewart@xyz.com,1,Product Design & Full Stack,Attending,a. c. patil college of engineering,Whatsapp,,Students,2023,Kanpur,7.2,6,0-2 Lakh,8,no,,
Youlanda,youlanda@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",SPOC/ College Professor,,Students,2026,Mathura,7.3,6,0-2 Lakh,9,no,,
Rene,rene@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2025,Siliguri,8,8,0-2 Lakh,13,no,,
Natalie,natalie@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2025,Silguri,6.5,5,0-2 Lakh,19,no,,
Charlotte,charlotte@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2024,Talmuk,6.8,6,0-2 Lakh,22,no,,
Concetta,concetta@xyz.com,1,Product Design & Full Stack,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2024,Ujjain,7.2,5,0-2 Lakh,13,no,,
Philomena,philomena@xyz.com,1,Product Design & Full Stack,Attending,late g. n. sapkal college of engineering,Whatsapp | Friend/ Classmate,,Students,2024,Buldhana,9.6,3,0-2 Lakh,12,no,,
Eleanor,eleanor@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Cloud Counselage Website,,Students,2023,Jalgaon,7.3,3,0-2 Lakh,21,yes,,
Evangeline,evangeline@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2024,Navi Mumbai,8,6,0-2 Lakh,8,no ,,
Sue,sue@xyz.com,1,Product Design & Full Stack,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2024,Amritsar,7.1,6,0-2 Lakh,21,no,,
Christiane,christiane@xyz.com,1,Product Design & Full Stack,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Friend/ Classmate,,Students,2026,Patiala,9.5,8,0-2 Lakh,17,yes,,
Dwayne,dwayne@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",Youtube | Email,,Students,2023,Junagadh,6.6,8,0-2 Lakh,19,no,,
Jodi,jodi@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Email,,Students,2025,Navsari,7.1,5,0-2 Lakh,9,yes,,
Leroy,leroy@xyz.com,1,Product Design & Full Stack,Attending,"ld college of engineering, ahmedabad, gujarat ",SPOC/ College Professor,,Students,2023,Valsad,9.1,5,0-2 Lakh,8,yes,,
Lucinda,lucinda@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Cloud Counselage Website,,Students,2024,Vijaywada,7.6,8,0-2 Lakh,21,no,,
Darla,darla@xyz.com,1,Product Design & Full Stack,Attending,"symbiosis institute of technology, pune",Telegram,,Students,2025,Burani,7.6,8,0-2 Lakh,5,no ,,
Nellie,nellie@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Email | Cloud Counselage Website,,Students,2024,Dehri,7.1,3,0-2 Lakh,16,no ,,
Mae,mae@xyz.com,1,Product Design & Full Stack,Attending,"priyadarshini college of engineering, nagpur ",SPOC/ College Professor,,Students,2026,Buldhana,7.1,8,0-2 Lakh,9,no,,
Cameron,cameron@xyz.com,1,Product Design & Full Stack,Attending,adhiyamaan college of engineering,Email | SPOC/ College Professor,,Students,2023,Thane,8.3,8,0-2 Lakh,11,no,,
Leonor,leonor@xyz.com,1,Product Design & Full Stack,Attending,st xavier's college ,SPOC/ College Professor,,Students,2023,Nagpur,7.3,3,0-2 Lakh,9,yes,,
Beatrice,beatrice@xyz.com,1,Product Design & Full Stack,Attending,"vishwakarma institute of technology, pune",Whatsapp | SPOC/ College Professor,,Students,2024,Patiala,7.1,8,0-2 Lakh,21,yes,,
Geraldine,geraldine@xyz.com,1,Product Design & Full Stack,Attending,"mit academy of engineering ,alandi",Whatsapp | SPOC/ College Professor,,Students,2023,Jalor,9.1,8,0-2 Lakh,18,no,,
